STC.PERSON.ID,STC.TERM,STUDENT.ACAD.CRED.ID,STC.CRED,STC.ACAD.LEVEL,STC.COURSE.LEVEL,STC.VERIFIED.GRADE,STC.SECTION.NO,STC.COURSE.SECTION,STC.STATUS,EffectiveDatetime
5062271,2020SP,3840178,2,CU,AAS,,01,34298,X,2021-08-11T13:01:17Z
5073540,NULL,10160,0,CU,DEV,NULL,NULL,,NC,2020-01-31T18:01:24Z
5070376,2020SU,3856853,3,CU,CAA,27,IN1,34578,W,2021-01-22T02:49:29Z
5070376,2020FA,3856854,3,CU,CAA,,IN1,35068,NP,2021-01-22T02:49:29Z
5070376,2020FA,3856855,3,CU,CAA,,IN1,35035,NP,2021-01-22T02:49:29Z
5070376,2020FA,3856856,3,CU,CAA,,IN1,35028,C,2021-01-22T02:49:29Z
5037035,2020SP,3836164,4,CU,CAA,3,01,33963,N,2021-08-11T13:01:16Z
5037035,2020SP,3836166,3,CU,AAS,2,IN1,33991,N,2021-08-11T13:01:16Z
5037035,2020SP,3836167,3,CU,AAS,27,IN1,34003,W,2021-08-11T13:01:16Z
5037035,2020SP,3836168,3,CU,CAA,3,06,34145,N,2021-08-11T13:01:16Z
5067472,2020CE1,3839856,0,CE,CCE,33,10020,33852,N,2020-07-14T01:50:50Z
5067472,2020CE2,3859246,0,CE,CCE,33,10020,35494,N,2020-07-08T01:52:13Z
5010764,2020FA,3859247,3,CU,AAS,2,IN1,34937,N,2021-01-22T02:49:30Z
5069172,2020FA,3858929,3,CU,CAA,,01,34971,C,2021-01-22T02:49:30Z
5069172,2020FA,3858930,3,CU,CAA,2,IN1,35000,N,2021-01-22T02:49:30Z
5069172,2020FA,3858931,3,CU,CAA,,02,35062,C,2021-01-22T02:49:30Z
5069172,2020FA,3858932,3,CU,CAA,2,IN1,35165,N,2021-01-22T02:49:30Z
5016114,NULL,3839133,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:04:19Z
5014625,,3859062,2,CU,SUP,,,,NC,2021-01-22T02:49:30Z
5014625,,3859063,3,CU,SUP,,,,NC,2021-01-22T02:49:30Z
5014625,,3859064,1,CU,SUP,,,,NC,2021-01-22T02:49:30Z
5014625,,3859065,2,CU,SUP,,,,NC,2021-01-22T02:49:30Z
5014625,,3859066,2,CU,SUP,,,,NC,2021-01-22T02:49:30Z
5014625,,3859067,2,CU,SUP,,,,NC,2021-01-22T02:49:30Z
5014625,,3859068,2,CU,SUP,,,,NC,2021-01-22T02:49:30Z
5030356,2020SP,3838728,2,CU,AAS,1,01,33981,N,2021-08-11T13:01:17Z
5030356,2020SP,3838729,1,CU,AAS,1,60,33982,N,2021-08-11T13:01:17Z
5030356,2020SP,3838730,2,CU,AAS,2,01,33979,N,2021-08-11T13:01:17Z
5012868,2020FA,3855588,4,CU,CAA,2,IN1,35076,N,2021-02-05T02:49:28Z
5012868,2020FA,3855589,3,CU,CAA,1,IN1,35066,N,2021-02-05T02:49:28Z
5012868,2020FA,3855590,3,CU,CAA,1,IN1,34993,N,2021-02-05T02:49:28Z
5012868,2020FA,3855591,3,CU,CAA,1,IN1,35053,N,2021-02-05T02:49:28Z
5099121,2020CE1,3858347,0,CE,CCE,33,30822,35324,N,2020-05-27T01:50:48Z
5010778,,3858353,3,CU,SUP,29,,,TR,2021-01-22T02:49:30Z
5010778,,3858357,3,CU,CAA,29,,,TR,2021-01-22T02:49:30Z
5010778,,3858358,3,CU,AAS,29,,,TR,2021-01-22T02:49:30Z
5089557,,3858377,3,CU,CAA,29,,,TR,2021-02-05T02:49:30Z
5089557,,3858378,3,CU,CAA,29,,,TR,2021-02-05T02:49:30Z
5089557,,3858379,3,CU,AAS,29,,,TR,2021-02-05T02:49:30Z
5089557,,3858380,3,CU,CAA,29,,,TR,2021-02-05T02:49:30Z
5089557,,3858381,3,CU,CAA,29,,,TR,2021-02-05T02:49:30Z
5089557,,3858382,2,CU,CAA,29,,,TR,2021-02-05T02:49:30Z
5089557,,3858383,3,CU,CAA,29,,,TR,2021-02-05T02:49:30Z
5050978,NULL,10459,0,CU,DEV,NULL,NULL,,NC,2020-01-31T18:01:31Z
5050978,NULL,10460,0,CU,DEV,NULL,NULL,,NC,2020-01-31T18:01:31Z
5050978,NULL,10461,0,CU,DEV,NULL,NULL,,NC,2020-01-31T18:01:31Z
5055366,1987SU,1046189,5,CU,NULL,2,01,,N,2020-01-31T17:46:41Z
5055366,1987SU,1046190,5,CU,NULL,37,01,,W,2020-01-31T17:46:41Z
5055366,1988FA,1046191,3,CU,NULL,2,05,,N,2020-01-31T17:46:41Z
5055366,1988FA,1046192,5,CU,DIP,1,01,,N,2020-01-31T17:46:41Z
5055366,1988FA,1046193,5,CU,DIP,1,01,,N,2020-01-31T17:46:41Z
5055366,1988WI,1046194,3,CU,NULL,2,03,,N,2020-01-31T17:46:41Z
5055366,1988WI,1046195,5,CU,NULL,9,02,,N,2020-01-31T17:46:41Z
5055366,1988WI,1046196,5,CU,NULL,1,02,,N,2020-01-31T17:46:41Z
5055366,1989SP,1046197,4,CU,NULL,3,02,,N,2020-01-31T17:46:42Z
5055366,1989SP,1046198,4,CU,NULL,2,03,,N,2020-01-31T17:46:42Z
5055366,1989SP,1046199,5,CU,CAA,27,02,,W,2020-01-31T17:46:42Z
5050978,NULL,10462,0,CU,DEV,NULL,NULL,,NC,2020-01-31T18:01:31Z
5055366,1989SP,1046200,5,CU,NULL,2,01,,N,2020-01-31T17:46:42Z
5055366,1989SP,1046201,2,CU,NULL,1,01,,N,2020-01-31T17:46:42Z
5055366,1989SU,1046202,5,CU,NULL,6,01,,N,2020-01-31T17:46:42Z
5092424,2020SP,3834790,5,CU,AAS,1,01,33927,N,2021-08-11T13:01:16Z
5092424,2020SP,3834791,2,CU,AAS,2,01,33928,N,2021-08-11T13:01:16Z
5092424,2020SP,3834792,3,CU,AAS,1,01,33929,N,2021-08-11T13:01:16Z
5067902,2020SP,3835338,3,CU,AAS,3,IN1,33922,N,2021-08-11T13:01:16Z
5067902,2020SP,3835339,3,CU,AAS,2,IN1,33959,N,2021-08-11T13:01:16Z
5067902,2020SP,3835340,3,CU,AAS,2,IN1,33955,N,2021-08-11T13:01:16Z
5067902,2020SP,3835341,3,CU,AAS,2,IN1,33958,N,2021-08-11T13:01:16Z
5094604,2020SP,3836563,3,CU,DEV,,INA1,34141,X,2021-08-11T13:01:16Z
5031326,2020SP,3839330,4,CU,AAS,1,IN1,33887,N,2021-08-11T13:01:17Z
5003491,2020SP,3840650,4,CU,CAA,2,01,34046,N,2021-08-11T13:01:17Z
5003491,2020SP,3840651,3,CU,CAA,2,06,34156,N,2021-08-11T13:01:17Z
5003491,2020SP,3840652,3,CU,CAA,1,IN2,34256,N,2021-08-11T13:01:17Z
5019042,2020SP,3841303,1,CU,CAA,3,IN1,34028,N,2021-08-11T13:01:17Z
5029323,2020SP,3841306,3,CU,CAA,,IN1,34225,NP,2021-08-11T13:01:17Z
5025064,,3842333,3,CU,CAA,29,,,TR,2021-08-11T13:01:18Z
5025064,,3842334,3,CU,CAA,29,,,TR,2021-08-11T13:01:18Z
5025064,,3842335,3,CU,CAA,29,,,TR,2021-08-11T13:01:18Z
5025064,,3842336,3,CU,CAA,29,,,TR,2021-08-11T13:01:18Z
5025064,,3842337,4,CU,AAS,29,,,TR,2021-08-11T13:01:18Z
5025064,,3842339,3,CU,CAA,29,,,TR,2021-08-11T13:01:18Z
5025064,,3842340,3,CU,CAA,29,,,TR,2021-08-11T13:01:18Z
5090518,2020SP,3842831,3,CU,CAA,,02,34130,D,2021-08-11T13:01:18Z
5090518,2020SP,3842832,1,CU,CAA,,W1,34026,D,2021-08-11T13:01:18Z
5099135,,3842833,3,CU,AAS,29,,,TR,2021-08-11T13:01:18Z
5099135,,3842834,3,CU,AAS,29,,,TR,2021-08-11T13:01:18Z
5090518,2020SP,3842835,3,CU,CAA,27,IN1,34238,W,2021-08-11T13:01:18Z
5099135,,3842836,4,CU,AAS,29,,,TR,2021-08-11T13:01:18Z
5056001,2020FA,3853782,3,CU,CAA,,01,35001,C,2021-01-22T02:49:27Z
5056001,2020FA,3853783,4,CU,CAA,,W1,35082,C,2021-01-22T02:49:27Z
5056001,2020FA,3853784,3,CU,CAA,,04,35047,C,2021-01-22T02:49:27Z
5046822,2020FA,3854988,4,CU,CAA,,W3,35079,C,2021-01-22T02:49:28Z
5046822,2020FA,3854989,4,CU,CAA,,02,34990,C,2021-01-22T02:49:28Z
5046822,2020FA,3854990,3,CU,CAA,1,IN1,35042,N,2021-01-22T02:49:28Z
5046822,2020FA,3854991,3,CU,CAA,1,IN1,34970,N,2021-01-22T02:49:28Z
5046822,2020FA,3854992,1,CU,CAA,1,IN1,34962,N,2021-01-22T02:49:28Z
5046822,2020FA,3854993,3,CU,CAA,,02,35009,C,2021-01-22T02:49:28Z
5001681,2020FA,3858537,4,CU,CAA,,IN1,35479,X,2021-01-22T02:49:30Z
5014625,,3859106,4,CU,CAA,29,,,TR,2021-01-22T02:49:30Z
5019274,1998FA,1066671,3,CU,CAA,1,T23,,N,2020-01-31T17:52:20Z
5019274,1999SP,1066672,3,CU,AAS,1,T23,,N,2020-01-31T17:52:20Z
5019274,1999FA,1066673,3,CU,AAS,1,T23,,N,2020-01-31T17:52:20Z
5019274,1999FA,1066674,2,CU,AAS,1,T23,,N,2020-01-31T17:52:20Z
5019274,2000SP,1066675,3,CU,AAS,1,T23,,N,2020-01-31T17:52:20Z
5019274,2000FA,1066676,3,CU,AAS,1,T21,,N,2020-01-31T17:52:20Z
5019274,2001SP,1066677,3,CU,CAA,2,T21,,N,2020-01-31T17:52:20Z
5019274,2001FA,1066678,3,CU,CAA,1,T22,,N,2020-01-31T17:52:20Z
5019274,2002SP,1066679,3,CU,CAA,1,T22,,N,2020-01-31T17:52:20Z
5092292,NULL,3838627,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:04:18Z
5092292,NULL,3838628,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:04:18Z
5092292,NULL,3838629,1,CU,DEV,NULL,NULL,,NC,2020-02-01T02:04:18Z
5082938,2020SP,3838630,2,CU,AAS,3,IN1,34013,N,2021-08-11T13:01:17Z
5018643,2020SP,3839519,2,CU,AAS,2,01,34178,N,2021-08-11T13:01:17Z
5018643,2020SP,3839520,1,CU,AAS,2,N62,34684,N,2021-08-11T13:01:17Z
5064544,2019CE3,3839564,0,CE,CCE,33,60559,34659,N,2020-02-01T02:04:21Z
5017973,2020SP,3840164,1,CU,CAA,1,INA1,34029,N,2021-08-11T13:01:17Z
5017973,2020SP,3840165,3,CU,CAA,1,IN3,34671,N,2021-08-11T13:01:17Z
5017973,2020SP,3840166,3,CU,CAA,1,INA1,34257,N,2021-08-11T13:01:17Z
5062271,2020SP,3840207,3,CU,AAS,27,01,34014,W,2021-08-11T13:01:17Z
5019047,NULL,3840488,3,CU,AAS,29,NULL,,TR,2020-02-01T02:04:24Z
5019047,NULL,3840489,4,CU,CAA,29,NULL,,TR,2020-02-01T02:04:24Z
5019047,NULL,3840490,3,CU,CAA,29,NULL,,TR,2020-02-01T02:04:24Z
5019047,NULL,3840491,3,CU,CAA,29,NULL,,TR,2020-02-01T02:04:24Z
5019047,NULL,3840492,3,CU,CAA,29,NULL,,TR,2020-02-01T02:04:24Z
5019047,NULL,3840493,3,CU,CAA,29,NULL,,TR,2020-02-01T02:04:24Z
5028791,2020SP,3840803,3,CU,CAA,27,IN1,33996,W,2021-08-11T13:01:17Z
5052063,2020SP,3841484,1,CU,AAS,1,60,34207,N,2021-08-11T13:01:17Z
5030986,NULL,11031,0,CU,DEV,NULL,NULL,,NC,2006-04-21T11:54:22Z
5030986,NULL,11032,0,CU,DEV,NULL,NULL,,NC,2006-04-21T11:54:22Z
5030986,NULL,11033,0,CU,DEV,NULL,NULL,,NC,2006-04-21T11:54:22Z
5030986,NULL,11034,0,CU,DEV,NULL,NULL,,NC,2006-04-21T11:54:22Z
5060176,NULL,11366,0,CU,DEV,NULL,NULL,,NC,2020-01-31T18:01:51Z
5043704,2007SP,1200904,3,CU,CAA,2,INA1,2558,A,2020-01-31T17:47:59Z
5050209,NULL,12748,0,CU,DEV,NULL,NULL,,NC,2006-04-21T12:02:16Z
5050209,2020SP,3842879,4,CU,CAA,2,01,34051,A,2021-08-11T13:01:18Z
5025064,2020SP,3842882,3,CU,AAS,2,IN1,33910,A,2021-08-11T13:01:18Z
5014868,1998SU,1345909,2,CU,AAS,2,01,,N,2020-01-31T17:46:46Z
5014868,1998FA,1345910,4,CU,AAS,27,01,,W,2020-01-31T17:46:46Z
5014868,1998FA,1345911,2,CU,AAS,4,01,,N,2020-01-31T17:46:46Z
5014868,1998FA,1345912,3,CU,AAS,6,01,,N,2020-01-31T17:46:46Z
5014868,1999SP,1345913,2,CU,AAS,27,02,,W,2020-01-31T17:46:46Z
5061884,2020CE1,3846969,0,CE,CCE,33,90167,34863,N,2020-03-03T02:01:50Z
5007106,2020SU,3853045,3,CU,CAA,2,IN1,34584,N,2021-01-22T02:49:27Z
5007106,2020SU,3853047,1,CU,AAS,1,IN1,34574,N,2021-01-22T02:49:27Z
5007106,2020SU,3853048,3,CU,CAA,,IN1,34589,X,2021-01-22T02:49:27Z
5016564,2020SU,3857965,3,CU,CAA,,IN1,34590,X,2021-01-22T02:49:29Z
5081247,1999FA,1348697,3,CU,CAA,2,T24,,N,2020-01-31T17:47:29Z
5081247,2000SP,1348698,3,CU,AAS,9,T24,,N,2020-01-31T17:47:29Z
5081247,2002FA,1348699,3,CU,AAS,27,T21,,W,2020-01-31T17:47:29Z
5087465,,3848804,3,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5087465,,3848805,3,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5087465,,3848806,3,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5087465,,3848807,1,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5087465,,3848808,1,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5087465,,3848809,1,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5087465,,3848810,1,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5087465,,3848811,1,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5087465,,3848812,1,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5087465,,3848813,1,CU,DEV,,,,NC,2021-01-22T02:49:25Z
5012511,2002SP,1355204,2,CU,AAS,1,N1,,N,2020-01-31T17:49:11Z
5012511,2002SP,1355205,2,CU,AAS,1,N1,,N,2020-01-31T17:49:11Z
5012511,2002SU,1355206,3,CU,CAA,1,10,,N,2020-01-31T17:49:11Z
5028274,2020SU,3853220,3,CU,CAA,2,IN1,34583,N,2021-01-22T02:49:27Z
5029629,2020SU,3853295,3,CU,AAS,1,IN1,34561,N,2021-01-22T02:49:27Z
5029629,2020SU,3853296,3,CU,CAA,1,IN1,34562,N,2021-01-22T02:49:27Z
5029629,2020SU,3853297,3,CU,CAA,,IN1,34586,X,2021-01-22T02:49:27Z
5014619,2020SU,3853425,2,CU,AAS,2,01,34855,N,2021-01-22T02:49:27Z
5014619,2020SU,3853426,3,CU,AAS,1,01,34856,N,2021-01-22T02:49:27Z
5014619,2020SU,3853427,2,CU,AAS,,01,34860,C,2021-01-22T02:49:27Z
5014619,2020SU,3853428,3,CU,CAA,27,IN1,34592,W,2021-01-22T02:49:27Z
5046540,2020SU,3853429,3,CU,CAA,1,IN1,34578,N,2021-02-05T02:49:27Z
5016889,,3853712,2,CU,SUP,,,,NC,2021-01-22T02:49:27Z
5016889,,3853713,2,CU,SUP,,,,NC,2021-01-22T02:49:27Z
5069983,,3855889,1,CU,DEV,,,,NC,2021-01-22T02:49:28Z
5069983,,3855890,1,CU,DEV,,,,NC,2021-01-22T02:49:28Z
5069983,,3855891,1,CU,DEV,,,,NC,2021-01-22T02:49:28Z
5069983,,3855892,1,CU,DEV,,,,NC,2021-01-22T02:49:28Z
5069983,,3855893,1,CU,DEV,,,,NC,2021-01-22T02:49:28Z
5069983,,3855894,1,CU,DEV,,,,NC,2021-01-22T02:49:28Z
5069983,,3855895,1,CU,DEV,,,,NC,2021-01-22T02:49:28Z
5069983,,3855896,1,CU,DEV,,,,NC,2021-01-22T02:49:28Z
5018127,,3857116,1,CU,DEV,,,,NC,2021-01-22T02:49:29Z
5018127,,3857117,1,CU,DEV,,,,NC,2021-01-22T02:49:29Z
5018127,,3857118,1,CU,DEV,,,,NC,2021-01-22T02:49:29Z
5050978,,3857120,3,CU,SUP,,,,NC,2021-01-22T02:49:29Z
5050978,,3857121,2,CU,SUP,,,,NC,2021-01-22T02:49:29Z
5050978,,3857122,3,CU,SUP,,,,NC,2021-01-22T02:49:29Z
5050978,,3857123,1,CU,SUP,,,,NC,2021-01-22T02:49:29Z
5037035,2020FA,3857158,2,CU,AAS,27,IN1,35129,N,2021-01-22T02:49:29Z
5037035,2020FA,3857159,3,CU,AAS,3,IN1,35162,N,2021-01-22T02:49:29Z
5037035,2020FA,3857161,3,CU,AAS,,IN1,35252,X,2021-01-22T02:49:29Z
5078504,2020SU,3857198,3,CU,AAS,,IN1,35449,NP,2021-01-22T02:49:29Z
5031351,2020SU,3857200,3,CU,CAA,27,IN1,34605,W,2021-01-22T02:49:29Z
5031351,2020SU,3857201,3,CU,CAA,27,IN1,34618,W,2021-01-22T02:49:29Z
5084776,2020SU,3858639,3,CU,DEV,,IN1,34594,NP,2021-01-22T02:49:30Z
5084776,2020FA,3858640,3,CU,CAA,3,IN1,34932,N,2021-01-22T02:49:30Z
5050209,2001FA,1364579,3,CU,CAA,1,01,,N,2020-01-31T17:51:54Z
5050209,2001FA,1364580,3,CU,CAA,3,03,,N,2020-01-31T17:51:54Z
5050209,2001FA,1364581,4,CU,DEV,3,812,,N,2020-01-31T17:51:54Z
5050209,2001FA,1364582,4,CU,DEV,3,822,,N,2020-01-31T17:51:54Z
5050209,2002SP,1364583,3,CU,CAA,6,02,,N,2020-01-31T17:51:54Z
5050209,2002SP,1364584,3,CU,CAA,27,01,,W,2020-01-31T17:51:54Z
5050209,2002SP,1364585,3,CU,CAA,27,01,,W,2020-01-31T17:51:54Z
5050209,2002SP,1364586,1,CU,CAA,1,01,,N,2020-01-31T17:51:54Z
5050209,2002SP,1364587,3,CU,CAA,2,03,,N,2020-01-31T17:51:54Z
5050209,2002SU,1364588,3,CU,CAA,27,11,,W,2020-01-31T17:51:54Z
5050209,2002SU,1364589,3,CU,CAA,2,03,,N,2020-01-31T17:51:54Z
5050209,2002SU,1364590,3,CU,CAA,27,01,,W,2020-01-31T17:51:54Z
5050209,2002FA,1364591,3,CU,CAA,36,09,,N,2020-01-31T17:51:54Z
5050209,2002FA,1364592,3,CU,CAA,6,01,,N,2020-01-31T17:51:54Z
5050209,2002FA,1364593,3,CU,CAA,1,02,,N,2020-01-31T17:51:54Z
5050209,2002FA,1364594,4,CU,DEV,27,822,,W,2020-01-31T17:51:54Z
5050209,2002FA,1364595,2,CU,AAS,6,03,,N,2020-01-31T17:51:54Z
5050209,2003SP,1364596,3,CU,CAA,3,01,,N,2020-01-31T17:51:54Z
5050209,2003SP,1364597,3,CU,CAA,3,01,,N,2020-01-31T17:51:54Z
5050209,2003SP,1364598,4,CU,DEV,28,N1,,N,2020-01-31T17:51:54Z
5050209,2003SP,1364599,4,CU,DEV,2,02,,N,2020-01-31T17:51:54Z
5050209,2003SP,1364600,3,CU,CAA,36,10,,N,2020-01-31T17:51:54Z
5015151,2020FA,3859653,3,CU,CAA,,01,35043,C,2021-01-22T02:49:30Z
5066839,,3859657,3,CU,DEV,,,,NC,2021-01-22T02:49:30Z
5066839,,3859658,3,CU,DEV,,,,NC,2021-01-22T02:49:30Z
5025625,2020SU,3859695,1,CU,CAA,1,IN1,34575,N,2021-01-22T02:49:30Z
5072204,2020SP,3841063,4,CU,AAS,3,IN2,33888,N,2021-08-11T13:01:17Z
5084261,2020CE2,3841065,0,CE,CCE,33,60553,34652,N,2020-06-19T01:50:52Z
5043342,2020CE2,3841067,0,CE,CCE,33,60553,34652,N,2020-06-19T01:50:52Z
5046357,2020SP,3841259,1,CU,CAA,6,W1,34026,N,2021-08-11T13:01:17Z
5093528,,3841260,3,CU,DEV,,,,NC,2021-08-11T13:01:17Z
5093528,,3841261,3,CU,DEV,,,,NC,2021-08-11T13:01:17Z
5046357,2020SP,3841262,4,CU,CAA,3,03,34037,N,2021-08-11T13:01:17Z
5046357,2020SP,3841264,3,CU,CAA,3,IN1,34250,N,2021-08-11T13:01:17Z
5087315,2020SP,3844127,2,CU,CAA,1,INA1,34724,N,2021-08-11T13:01:18Z
5018127,,3857264,3,CU,CAA,29,,,TR,2021-01-22T02:49:29Z
5018127,,3857265,1,CU,AAS,29,,,TR,2021-01-22T02:49:29Z
5096621,,3841352,3,CU,AAS,29,,,TR,2021-08-11T13:01:17Z
5096621,,3841353,3,CU,CAA,29,,,TR,2021-08-11T13:01:17Z
5096621,,3841355,4,CU,CAA,29,,,TR,2021-08-11T13:01:17Z
5096621,,3841356,4,CU,CAA,29,,,TR,2021-08-11T13:01:17Z
5096621,,3841357,3,CU,CAA,29,,,TR,2021-08-11T13:01:17Z
5096621,,3841358,3,CU,CAA,29,,,TR,2021-08-11T13:01:17Z
5096621,,3841359,3,CU,CAA,29,,,TR,2021-08-11T13:01:17Z
5053511,2020SP,3841447,3,CU,CAA,4,H01,34215,N,2021-08-11T13:01:17Z
5017903,2020SU,3853999,3,CU,CAA,,IN1,35387,NP,2021-01-22T02:49:27Z
5029759,2020SU,3855632,3,CU,CAA,27,IN1,34622,W,2021-01-22T02:49:28Z
5088966,2020SU,3855660,3,CU,AAS,2,IN1,34564,N,2021-01-22T02:49:28Z
5088966,2020FA,3855661,3,CU,AAS,,IN1,34937,NP,2021-01-22T02:49:28Z
5088966,2020FA,3855662,3,CU,CAA,1,INA1,34939,N,2021-01-22T02:49:28Z
5096411,,3856160,2,CU,SUP,,,,NC,2021-01-22T02:49:29Z
5043631,2020FA,3856782,4,CU,CAA,,W1,35126,C,2021-01-22T02:49:29Z
5046253,2020SU,3856898,4,CU,CAA,,IN1,34580,NP,2021-01-22T02:49:29Z
5046253,2020SU,3856899,3,CU,CAA,,IN1,34578,NP,2021-01-22T02:49:29Z
5046253,2020SU,3856900,1,CU,CAA,,IN1,34575,NP,2021-01-22T02:49:29Z
5039409,2020FA,3857342,3,CU,AAS,2,N1,35454,N,2021-02-12T02:49:29Z
5019549,2020SU,3857379,4,CU,CAA,1,IN2,35460,N,2021-02-05T02:49:29Z
5008686,2020FA,3858776,3,CU,CAA,,04,35047,X,2021-01-22T02:49:30Z
5008686,2020FA,3858777,3,CU,CAA,,04,35011,X,2021-01-22T02:49:30Z
5069898,,3858778,1,CU,DEV,,,,NC,2021-01-22T02:49:30Z
5069898,,3858779,1,CU,DEV,,,,NC,2021-01-22T02:49:30Z
5069898,,3858780,1,CU,DEV,,,,NC,2021-01-22T02:49:30Z
5069898,,3858781,1,CU,DEV,,,,NC,2021-01-22T02:49:30Z
5069352,2020CE3,3859276,0,CE,CCE,33,10022,35498,N,2020-07-08T01:52:13Z
5053556,2020SU,3859977,3,CU,CAA,6,IN2,35513,N,2021-01-22T02:49:30Z
5076393,2020SU,3859979,3,CU,CAA,2,IN2,35513,N,2021-01-22T02:49:30Z
5001020,2020SU,3859980,3,CU,CAA,2,IN2,35513,N,2021-01-22T02:49:30Z
5013890,2020SP,3831087,3,CU,AAS,2,01,33983,N,2021-08-11T13:01:14Z
5013890,2020SP,3831088,3,CU,AAS,2,01,33984,N,2021-08-11T13:01:14Z
5013890,2020SP,3831089,3,CU,AAS,2,01,33987,N,2021-08-11T13:01:14Z
5069854,2020SP,3831162,3,CU,AAS,2,01,33983,N,2021-08-11T13:01:14Z
5069854,2020SP,3831163,3,CU,AAS,3,01,33984,N,2021-08-11T13:01:14Z
5069854,2020SP,3831164,3,CU,AAS,2,01,33987,N,2021-08-11T13:01:14Z
5069854,2020SP,3831165,3,CU,CAA,,IN1,34223,X,2021-08-11T13:01:14Z
5008769,2020SP,3831595,3,CU,CAA,,IN1,34227,C,2021-08-11T13:01:14Z
5005421,2020SP,3832841,3,CU,AAS,1,01,33983,N,2021-08-11T13:01:15Z
5005421,2020SP,3832842,3,CU,AAS,1,01,33984,N,2021-08-11T13:01:15Z
5005421,2020SP,3832843,3,CU,AAS,1,W1,33986,N,2021-08-11T13:01:15Z
5005421,2020SP,3832844,3,CU,AAS,1,01,33987,N,2021-08-11T13:01:15Z
5060786,2003FA,1387052,6,CU,AAS,1,N81,,N,2020-01-31T17:58:12Z
5060786,2003FA,1387053,6,CU,AAS,27,N82,,W,2020-01-31T17:58:12Z
5002272,1990SP,1395702,3,CU,NULL,2,01,,N,2020-01-31T18:00:45Z
5002272,1990SP,1395703,4,CU,DIP,3,01,,N,2020-01-31T18:00:45Z
5002272,1990SP,1395704,5,CU,NULL,2,01,,N,2020-01-31T18:00:45Z
5002272,1990SU,1395705,4,CU,NULL,2,01,,N,2020-01-31T18:00:45Z
5002272,1990SU,1395706,1,CU,NULL,3,01,,N,2020-01-31T18:00:45Z
5002272,1990SU,1395707,3,CU,NULL,2,01,,N,2020-01-31T18:00:45Z
5002272,1990SU,1395708,5,CU,DIP,1,01,,N,2020-01-31T18:00:45Z
5002272,1990FA,1395709,2,CU,NULL,2,01,,N,2020-01-31T18:00:45Z
5002272,1990FA,1395710,3,CU,NULL,2,01,,N,2020-01-31T18:00:45Z
5002272,1990FA,1395711,3,CU,NULL,1,01,,N,2020-01-31T18:00:45Z
5002272,1990FA,1395712,3,CU,NULL,2,01,,N,2020-01-31T18:00:45Z
5002272,1990FA,1395713,5,CU,NULL,3,03,,N,2020-01-31T18:00:45Z
5002272,1990WI,1395714,2,CU,NULL,3,01,,N,2020-01-31T18:00:45Z
5002272,1990WI,1395715,2,CU,NULL,3,01,,N,2020-01-31T18:00:45Z
5002272,1990WI,1395716,3,CU,NULL,3,01,,N,2020-01-31T18:00:45Z
5002272,1990WI,1395717,3,CU,NULL,2,01,,N,2020-01-31T18:00:45Z
5002272,1990WI,1395718,5,CU,NULL,4,02,,N,2020-01-31T18:00:45Z
5002272,1991SP,1395719,4,CU,NULL,2,02,,N,2020-01-31T18:00:45Z
5002272,1991SP,1395720,3,CU,NULL,3,01,,N,2020-01-31T18:00:45Z
5002272,1991SP,1395721,3,CU,NULL,3,01,,N,2020-01-31T18:00:45Z
5002272,1991SP,1395722,4,CU,DIP,3,05,,N,2020-01-31T18:00:45Z
5002272,1991FA,1395723,3,CU,CAA,2,01,,N,2020-01-31T18:00:45Z
5002272,1991FA,1395724,3,CU,NULL,3,01,,N,2020-01-31T18:00:45Z
5002272,1991FA,1395725,3,CU,NULL,1,01,,N,2020-01-31T18:00:45Z
5002272,1991FA,1395726,2,CU,NULL,3,01,,N,2020-01-31T18:00:45Z
5002272,1991FA,1395727,3,CU,NULL,2,01,,N,2020-01-31T18:00:46Z
5002272,1991WI,1395728,4,CU,NULL,2,50,,N,2020-01-31T18:00:46Z
5002272,1991WI,1395729,3,CU,NULL,4,01,,N,2020-01-31T18:00:46Z
5002272,1991WI,1395730,3,CU,NULL,3,01,,N,2020-01-31T18:00:46Z
5002272,1991WI,1395731,4,CU,NULL,3,01,,N,2020-01-31T18:00:46Z
5002610,2020SP,3834584,3,CU,AAS,2,01,33987,N,2021-08-11T13:01:16Z
5002610,2020SP,3834585,2,CU,AAS,1,01,34114,N,2021-08-11T13:01:16Z
5002610,2020SP,3834586,3,CU,CAA,,IN2,34148,X,2021-08-11T13:01:16Z
5020660,2020SP,3834587,2,CU,AAS,1,01,34178,N,2021-08-11T13:01:16Z
5057287,2020SP,3839273,3,CU,AAS,3,01,33984,N,2021-08-11T13:01:17Z
